"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY","BILL_AMT","PAY_AMT","DEFAULT","UTILIZATION"
"21542",150000,2,3,2,35,0,145063,5000,0,0.967086666666667
"21543",270000,2,2,1,28,0,322249,10000,0,1.19351481481481
"21544",20000,2,2,2,29,0,17648,3000,0,0.8824
"21545",260000,2,1,1,31,0,33142,2000,0,0.127469230769231
"21546",320000,2,1,1,38,2,2500,0,1,0.0078125
"21547",360000,2,1,2,32,0,272112,10130,0,0.755866666666667
"21548",190000,2,1,2,40,-1,991,991,0,0.00521578947368421
"21549",330000,2,1,1,31,0,132514,10000,0,0.401557575757576
"21550",90000,2,2,1,33,0,27180,1405,1,0.302
"21551",240000,2,1,1,41,0,102488,6500,0,0.427033333333333
"21552",280000,2,1,2,30,-1,8010,3375,0,0.0286071428571429
"21553",360000,2,1,2,31,-2,19847,16059,0,0.0551305555555556
"21554",350000,2,1,1,33,0,82964,68940,1,0.23704
"21555",420000,2,2,1,33,0,52018,10000,0,0.123852380952381
"21556",280000,2,2,2,42,0,272190,9910,0,0.972107142857143
"21557",70000,2,2,1,44,0,79346,2794,0,1.13351428571429
"21558",140000,2,1,2,32,0,131540,5701,0,0.939571428571429
"21559",60000,2,2,2,31,0,57092,3000,0,0.951533333333333
"21560",110000,2,2,1,33,0,84880,8300,0,0.771636363636364
"21561",3e+05,2,2,1,46,1,0,0,0,0
"21562",80000,2,3,2,41,0,78069,1576,0,0.9758625
"21563",2e+05,2,2,1,32,0,10701,0,0,0.053505
"21564",140000,2,3,2,43,0,141036,4504,0,1.0074
"21565",80000,2,2,1,31,0,115293,2006,0,1.4411625
"21566",360000,2,2,1,44,1,0,0,1,0
"21567",160000,2,2,1,37,0,45966,3900,0,0.2872875
"21568",2e+05,2,1,2,33,-2,9099,3775,0,0.045495
"21569",150000,2,1,1,35,-1,3003,2698,0,0.02002
"21570",50000,2,2,2,38,-1,390,390,0,0.0078
"21571",360000,2,2,1,45,0,222505,8000,0,0.618069444444444
"21572",5e+05,2,1,1,32,-1,93174,45979,0,0.186348
"21573",220000,2,1,1,31,0,218796,5539,0,0.994527272727273
"21574",220000,2,2,2,37,-2,2662,1918,0,0.0121
"21575",80000,2,2,1,45,0,77995,2855,0,0.9749375
"21576",2e+05,2,2,2,38,-2,3000,3000,0,0.015
"21577",1e+05,2,1,2,38,2,37566,500,1,0.37566
"21578",260000,2,1,1,32,-2,0,0,1,0
"21579",160000,2,3,1,44,-2,390,0,0,0.0024375
"21580",50000,2,2,2,35,0,50521,1649,0,1.01042
"21581",150000,2,3,2,38,0,3060,150,0,0.0204
"21582",70000,2,1,2,27,0,72227,6000,0,1.03181428571429
"21583",80000,2,2,2,27,0,66203,3500,0,0.8275375
"21584",150000,2,2,2,30,0,69955,1873,0,0.466366666666667
"21585",340000,2,2,3,35,-2,132,132,0,0.000388235294117647
"21586",210000,2,3,1,39,1,26624,0,0,0.126780952380952
"21587",240000,2,1,2,28,-2,5623,181,0,0.0234291666666667
"21588",2e+05,2,1,1,38,-2,15099,6370,0,0.075495
"21589",50000,2,1,1,36,0,47317,3000,0,0.94634
"21590",450000,2,1,2,35,-1,7256,816,0,0.0161244444444444
"21591",2e+05,2,1,1,38,0,13311,1711,0,0.066555
"21592",350000,2,2,1,47,0,97500,3010,1,0.278571428571429
"21593",2e+05,2,1,2,45,-1,2377,221,0,0.011885
"21594",60000,2,3,1,45,0,62396,1500,0,1.03993333333333
"21595",210000,2,1,1,34,0,157907,50000,0,0.751938095238095
"21596",210000,2,1,2,34,1,3824,0,1,0.0182095238095238
"21597",420000,2,2,1,46,0,254275,10004,0,0.605416666666667
"21598",80000,2,2,2,45,-1,2574,390,0,0.032175
"21599",170000,2,1,1,31,0,6832,0,0,0.0401882352941176
"21600",80000,2,2,2,35,0,48725,10000,0,0.6090625
"21601",510000,2,2,1,38,0,95589,2000,0,0.187429411764706
"21602",110000,2,2,1,31,0,109814,4665,0,0.998309090909091
"21603",10000,2,2,2,31,0,10154,1400,1,1.0154
"21604",60000,2,2,1,32,1,61291,0,1,1.02151666666667
"21605",2e+05,2,2,2,33,0,194283,7520,0,0.971415
"21606",230000,2,2,1,35,-1,7035,2969,0,0.0305869565217391
"21607",5e+05,2,1,2,45,-2,0,0,0,0
"21608",50000,2,2,2,47,2,43439,2341,1,0.86878
"21609",280000,2,2,1,45,0,159633,7000,0,0.570117857142857
"21610",170000,2,2,1,31,0,102477,5210,0,0.602805882352941
"21611",60000,2,2,2,31,2,57880,0,1,0.964666666666667
"21612",70000,2,3,2,42,0,69362,6000,1,0.990885714285714
"21613",3e+05,2,3,1,37,1,43459,26137,0,0.144863333333333
"21614",330000,2,1,2,31,0,37426,5000,0,0.113412121212121
"21615",2e+05,2,2,2,49,0,80528,4000,0,0.40264
"21616",20000,2,2,1,48,1,0,0,1,0
"21617",230000,2,2,1,45,-1,416,416,1,0.00180869565217391
"21618",80000,2,2,1,27,0,80658,3800,0,1.008225
"21619",230000,2,2,1,35,0,160560,10012,0,0.698086956521739
"21620",80000,2,2,2,38,-1,390,390,0,0.004875
"21621",3e+05,2,3,1,32,-2,0,0,1,0
"21622",1e+05,2,3,1,43,2,100304,0,1,1.00304
"21623",2e+05,2,2,2,37,-1,4037,3913,0,0.020185
"21624",130000,2,1,2,30,-1,5002,2437,0,0.0384769230769231
"21625",50000,2,2,1,42,0,38516,1754,0,0.77032
"21626",3e+05,2,2,2,35,0,86574,3219,0,0.28858
"21627",5e+05,2,1,1,44,0,111937,4000,0,0.223874
"21628",140000,2,2,1,37,-1,326,326,1,0.00232857142857143
"21629",20000,2,2,1,44,0,16231,1600,0,0.81155
"21630",150000,2,2,1,35,0,216793,4818,0,1.44528666666667
"21631",70000,2,1,1,45,1,116630,0,0,1.66614285714286
"21632",120000,2,1,1,46,0,28675,1500,0,0.238958333333333
"21633",20000,2,2,2,39,0,20885,2157,0,1.04425
"21634",260000,2,1,1,34,0,136914,7000,0,0.526592307692308
"21635",160000,2,1,1,35,1,0,0,0,0
"21636",50000,2,2,1,45,0,48153,2000,0,0.96306
"21637",350000,2,2,1,39,1,0,0,0,0
"21638",510000,2,1,2,40,8,477094,0,1,0.935478431372549
"21639",60000,2,2,3,39,1,58574,0,1,0.976233333333333
"21640",170000,2,1,1,35,2,131909,4800,1,0.775935294117647
"21641",2e+05,2,1,1,39,-1,100239,81596,0,0.501195
"21642",210000,2,1,1,31,-2,31808,9283,1,0.151466666666667
"21643",2e+05,2,1,2,47,-1,30177,2061,0,0.150885
"21644",2e+05,2,2,2,34,2,71817,3300,1,0.359085
"21645",2e+05,2,2,1,32,-1,11191,6002,0,0.055955
"21646",240000,2,2,1,29,0,21909,2420,0,0.0912875
"21647",450000,2,2,2,34,-2,3752,513,0,0.00833777777777778
"21648",80000,2,2,1,26,0,78872,2800,0,0.9859
"21649",430000,2,2,2,33,0,191520,8266,0,0.445395348837209
"21650",30000,2,3,1,40,2,16457,3280,1,0.548566666666667
"21651",290000,2,2,1,30,0,284054,10222,0,0.979496551724138
"21652",40000,2,2,2,37,1,7613,0,1,0.190325
"21653",170000,2,3,1,37,0,155379,7000,0,0.913994117647059
"21654",130000,2,1,2,26,0,13700,10008,0,0.105384615384615
"21655",360000,2,2,2,27,0,13102,5655,0,0.0363944444444444
"21656",180000,2,3,1,45,-2,396,396,0,0.0022
"21657",210000,2,2,2,28,0,26770,2000,0,0.12747619047619
"21658",340000,2,1,2,31,0,112119,25000,0,0.329761764705882
"21659",2e+05,2,1,1,37,-1,3135,0,0,0.015675
"21660",360000,2,2,1,35,2,360996,16500,1,1.00276666666667
"21661",90000,2,2,2,32,0,86076,3012,0,0.9564
"21662",40000,2,3,1,34,0,32052,3500,0,0.8013
"21663",5e+05,2,2,2,28,0,234957,8086,0,0.469914
"21664",240000,2,2,1,36,0,232031,8193,0,0.966795833333333
"21665",440000,2,1,2,33,-1,304,301,0,0.000690909090909091
"21666",50000,2,2,1,33,0,44052,2000,0,0.88104
"21667",180000,2,2,2,28,1,172850,14400,1,0.960277777777778
"21668",30000,2,2,1,35,0,25485,1447,0,0.8495
"21669",60000,2,1,2,29,0,39553,1969,0,0.659216666666667
"21670",150000,2,3,1,29,0,8902,1200,0,0.0593466666666667
"21671",80000,2,2,1,32,0,5988,0,0,0.07485
"21672",290000,2,1,1,34,-2,0,0,0,0
"21673",220000,2,2,1,40,0,21920,0,0,0.0996363636363636
"21674",50000,2,1,2,34,-1,1884,1077,0,0.03768
"21675",80000,2,3,1,48,2,66321,0,0,0.8290125
"21676",250000,2,1,2,34,2,212681,9917,0,0.850724
"21677",120000,2,2,1,34,-1,1800,0,0,0.015
"21678",3e+05,2,1,2,28,-1,16094,2259,0,0.0536466666666667
"21679",5e+05,2,2,2,39,0,24893,12260,0,0.049786
"21680",240000,2,2,2,36,-1,1000,0,0,0.00416666666666667
"21681",30000,2,2,2,39,-2,2416,2230,1,0.0805333333333333
"21682",60000,2,1,2,31,-1,2631,2000,1,0.04385
"21683",60000,2,2,2,41,0,16194,1518,0,0.2699
"21684",230000,2,1,2,41,-1,177,0,0,0.000769565217391304
"21685",290000,2,1,1,40,0,192432,8000,0,0.663558620689655
"21686",230000,2,2,1,39,-2,0,0,1,0
"21687",140000,2,3,1,48,1,0,0,0,0
"21688",210000,2,2,2,30,0,215842,9500,0,1.02781904761905
"21689",390000,2,2,2,36,0,112528,3669,0,0.288533333333333
"21690",320000,2,1,1,35,-1,6793,5,0,0.021228125
"21691",50000,2,2,1,44,2,26587,3600,1,0.53174
"21692",1e+05,2,1,2,30,0,41150,0,0,0.4115
"21693",260000,2,1,1,30,1,0,0,0,0
"21694",1e+05,2,1,2,30,0,77388,3000,0,0.77388
"21695",340000,2,2,1,37,0,36006,5000,0,0.1059
"21696",150000,2,2,1,36,0,113368,2354,0,0.755786666666667
"21697",360000,2,2,2,30,0,7410,1115,0,0.0205833333333333
"21698",210000,2,2,1,34,-1,25650,1360,0,0.122142857142857
"21699",2e+05,2,1,1,33,2,1076,696,0,0.00538
"21700",310000,2,1,1,41,0,20876,2016,0,0.067341935483871
"21701",210000,2,2,2,41,-2,0,0,0,0
"21702",330000,2,2,2,39,-1,8872,8284,0,0.0268848484848485
"21703",450000,2,1,2,32,0,46437,7875,0,0.103193333333333
"21704",410000,2,3,1,32,-2,388,388,0,0.000946341463414634
"21705",90000,2,2,1,48,0,43810,1723,0,0.486777777777778
"21706",280000,2,1,1,36,-1,17951,6094,0,0.0641107142857143
"21707",150000,2,1,1,45,-2,5423,4133,0,0.0361533333333333
"21708",2e+05,2,1,1,42,-1,2374,0,0,0.01187
"21709",150000,2,2,1,42,0,15878,1300,0,0.105853333333333
"21710",140000,2,1,2,40,1,143478,0,0,1.02484285714286
"21711",260000,2,1,1,29,0,71864,3090,0,0.2764
"21712",160000,2,2,2,30,0,151620,7300,0,0.947625
"21713",310000,2,1,1,45,0,91532,3340,0,0.295264516129032
"21714",150000,2,3,1,38,2,146057,6527,0,0.973713333333333
"21715",330000,2,1,1,31,0,22285,1700,0,0.067530303030303
"21716",120000,2,1,2,29,0,6385,3000,1,0.0532083333333333
"21717",150000,2,4,2,30,-1,3826,2978,0,0.0255066666666667
"21718",2e+05,2,1,2,35,0,65503,2394,0,0.327515
"21719",80000,2,2,1,41,-1,264,264,0,0.0033
"21720",20000,2,3,2,31,-1,1550,1550,0,0.0775
"21721",360000,2,2,1,31,0,350752,13016,0,0.974311111111111
"21722",2e+05,2,1,2,31,1,0,0,1,0
"21723",50000,2,2,1,33,0,39554,5000,0,0.79108
"21724",70000,2,2,1,33,0,56778,20000,0,0.811114285714286
"21725",3e+05,2,2,2,34,0,297890,7800,0,0.992966666666667
"21726",20000,2,3,2,45,0,14381,1564,1,0.71905
"21727",170000,2,1,2,40,-2,0,0,1,0
"21728",180000,2,4,1,44,0,151538,6256,0,0.841877777777778
"21729",2e+05,2,1,2,38,-2,0,0,0,0
"21730",180000,2,3,2,45,0,76942,4003,0,0.427455555555556
"21731",60000,2,2,1,40,2,60211,3000,0,1.00351666666667
"21732",360000,2,3,1,40,0,44518,8061,0,0.123661111111111
"21733",30000,2,2,2,46,0,19495,3400,1,0.649833333333333
"21734",130000,2,2,1,35,0,105976,5400,0,0.8152
"21735",230000,2,2,1,40,0,44948,1728,0,0.195426086956522
"21736",210000,2,2,1,36,0,4879,3000,0,0.0232333333333333
"21737",270000,2,3,1,35,0,60227,3000,0,0.223062962962963
"21738",280000,2,2,2,37,0,213581,9000,0,0.762789285714286
"21739",50000,2,2,1,36,0,30803,1477,0,0.61606
"21740",470000,2,1,1,37,-2,0,0,0,0
"21741",80000,2,2,1,47,2,80019,3111,1,1.0002375
"21742",2e+05,2,1,2,29,-1,3215,676,0,0.016075
"21743",2e+05,2,2,1,32,0,166428,6026,0,0.83214
"21744",50000,2,3,2,30,0,48134,5261,0,0.96268
"21745",20000,2,2,1,33,0,10001,2000,0,0.50005
"21746",50000,2,2,1,41,0,22824,1100,0,0.45648
"21747",110000,2,2,1,31,-1,832,416,1,0.00756363636363636
"21748",160000,2,1,2,32,-1,9441,5726,0,0.05900625
"21749",3e+05,2,1,2,30,-1,452,3,1,0.00150666666666667
"21750",3e+05,2,2,2,30,0,133115,2300,1,0.443716666666667
"21751",1e+05,2,2,2,31,0,99259,2750,0,0.99259
"21752",1e+05,2,2,1,39,-2,1884,0,0,0.01884
"21753",110000,2,2,1,33,0,15605,5649,0,0.141863636363636
"21754",4e+05,2,2,1,39,-2,52306,3656,0,0.130765
"21755",20000,2,2,1,35,0,15284,6230,0,0.7642
"21756",50000,2,1,2,27,2,12250,0,1,0.245
"21757",310000,2,1,2,28,0,269832,15327,0,0.870425806451613
"21758",80000,2,2,2,44,0,75901,3500,0,0.9487625
"21759",120000,2,3,1,43,0,116032,4201,0,0.966933333333333
"21760",2e+05,2,1,1,39,-1,11399,400,0,0.056995
"21761",1e+05,2,2,1,44,-1,9242,181,0,0.09242
"21762",210000,2,2,2,37,0,206157,10000,0,0.9817
"21763",60000,2,1,1,33,-1,14932,5000,0,0.248866666666667
"21764",220000,2,2,1,44,2,195375,10,0,0.888068181818182
"21765",140000,2,2,1,40,0,98221,3600,0,0.701578571428571
"21766",50000,2,2,2,31,0,77962,3000,0,1.55924
"21767",5e+05,2,1,2,37,0,20181,1358,0,0.040362
"21768",3e+05,2,3,1,28,-1,390,390,1,0.0013
"21769",260000,2,1,1,40,-1,63273,49857,0,0.243357692307692
"21770",130000,2,3,1,42,-1,2551,0,1,0.0196230769230769
"21771",2e+05,2,1,2,28,-1,6023,3632,0,0.030115
"21772",290000,2,2,2,29,0,7324,1130,0,0.0252551724137931
"21773",650000,2,1,2,29,1,21289,3000,0,0.0327523076923077
"21774",230000,2,1,2,27,0,11406,5097,0,0.0495913043478261
"21775",230000,2,1,1,30,2,63064,2800,1,0.274191304347826
"21776",2e+05,2,2,2,31,0,203265,7471,0,1.016325
"21777",4e+05,2,2,2,32,0,234779,5784,0,0.5869475
"21778",490000,2,2,1,30,0,195330,8683,0,0.398632653061224
"21779",360000,2,1,2,30,-2,0,0,0,0
"21780",290000,2,2,2,34,0,285484,10220,0,0.984427586206897
"21781",2e+05,2,1,2,34,1,0,0,0,0
"21782",360000,2,2,1,34,-1,42720,1430,0,0.118666666666667
"21783",10000,2,3,1,42,2,7587,1000,1,0.7587
"21784",180000,2,2,2,33,-2,11281,3411,0,0.0626722222222222
"21785",230000,2,3,1,47,-1,6200,5482,0,0.0269565217391304
"21786",170000,2,3,1,44,0,150692,6936,0,0.886423529411765
"21787",50000,2,3,2,42,0,48926,2019,0,0.97852
"21788",170000,2,2,1,37,-1,168719,7000,0,0.992464705882353
"21789",160000,2,2,1,49,-1,16982,4980,0,0.1061375
"21790",280000,2,3,1,46,0,100858,7768,0,0.360207142857143
"21791",140000,2,2,2,38,0,135034,4729,0,0.964528571428571
"21792",520000,2,1,1,43,0,146124,6024,0,0.281007692307692
"21793",130000,2,1,2,26,-2,1016,0,0,0.00781538461538461
"21794",1e+05,2,1,2,27,0,58127,3000,0,0.58127
"21795",130000,2,2,2,27,1,0,0,1,0
"21796",2e+05,2,1,1,39,-1,25149,15084,0,0.125745
"21797",280000,2,1,2,28,-1,5432,0,0,0.0194
"21798",90000,2,1,1,29,2,42815,0,0,0.475722222222222
"21799",250000,2,1,2,29,0,98925,9000,0,0.3957
"21800",210000,2,1,2,29,-1,1383,484,0,0.00658571428571429
"21801",90000,2,2,1,30,-2,0,0,0,0
"21802",240000,2,1,1,32,-2,6101,1205,0,0.0254208333333333
"21803",50000,2,2,2,31,0,21704,1400,0,0.43408
"21804",4e+05,2,1,2,32,0,46782,2036,0,0.116955
"21805",230000,2,1,2,33,1,4213,0,1,0.0183173913043478
"21806",4e+05,2,3,2,31,1,79403,3,0,0.1985075
"21807",80000,2,2,1,35,1,0,0,0,0
"21808",160000,2,2,2,37,-2,7596,920,0,0.047475
"21809",90000,2,2,1,34,1,8021,77,0,0.0891222222222222
"21810",80000,2,3,1,35,0,63436,2096,0,0.79295
"21811",210000,2,2,2,36,1,0,0,0,0
"21812",310000,2,2,1,46,-2,53474,11919,0,0.172496774193548
"21813",5e+05,2,2,1,39,0,11712,523,0,0.023424
"21814",70000,2,3,2,38,0,34240,2000,0,0.489142857142857
"21815",20000,2,2,1,36,1,16161,2000,0,0.80805
"21816",170000,2,3,1,40,0,166305,7800,0,0.978264705882353
"21817",390000,2,1,2,38,-1,4989,2076,0,0.0127923076923077
"21818",50000,2,2,1,37,0,38418,10000,0,0.76836
"21819",1e+05,2,3,1,36,2,100281,5000,0,1.00281
"21820",220000,2,1,1,39,-1,2342,1122,0,0.0106454545454545
"21821",3e+05,2,1,1,38,-1,15230,1222,0,0.0507666666666667
"21822",160000,2,2,1,40,-1,6102,0,0,0.0381375
"21823",2e+05,2,3,1,45,0,54721,2209,0,0.273605
"21824",90000,2,1,2,27,2,28206,0,1,0.3134
"21825",50000,2,2,1,46,-2,4640,2720,0,0.0928
"21826",160000,2,2,2,37,2,144255,6900,0,0.90159375
"21827",2e+05,2,1,1,31,-1,11715,5289,0,0.058575
"21828",260000,2,2,1,37,0,182249,6107,0,0.700957692307692
"21829",30000,2,3,1,47,2,27380,1440,0,0.912666666666667
"21830",220000,2,3,2,39,0,209596,6888,0,0.952709090909091
"21831",80000,2,2,1,38,0,43170,2000,0,0.539625
"21832",160000,2,2,1,45,0,106643,3700,0,0.66651875
"21833",1e+05,2,1,1,27,1,77346,0,1,0.77346
"21834",250000,2,2,1,39,-1,9690,0,0,0.03876
"21835",80000,2,2,1,38,-2,0,0,0,0
"21836",180000,2,1,2,35,-2,7210,370,0,0.0400555555555556
"21837",720000,2,2,2,38,1,5065,2184,0,0.00703472222222222
"21838",180000,2,2,1,27,0,3063,1084,0,0.0170166666666667
"21839",230000,2,1,1,32,-2,2774,0,0,0.0120608695652174
"21840",2e+05,2,2,2,32,1,0,0,0,0
"21841",80000,2,2,1,36,0,77998,3700,0,0.974975
"21842",1e+05,2,2,1,30,-1,100037,3607,0,1.00037
"21843",2e+05,2,1,2,30,0,38540,1928,0,0.1927
"21844",2e+05,2,3,1,32,0,132436,4780,1,0.66218
"21845",50000,2,2,1,30,0,42326,1500,0,0.84652
"21846",250000,2,2,1,41,0,214301,8972,0,0.857204
"21847",220000,2,2,2,47,-2,1526,1122,0,0.00693636363636364
"21848",70000,2,2,2,33,0,62209,2900,0,0.8887
"21849",10000,2,2,1,40,0,9135,0,0,0.9135
"21850",60000,2,2,2,35,0,21770,1400,0,0.362833333333333
"21851",2e+05,2,3,1,44,1,0,0,1,0
"21852",2e+05,2,2,1,30,0,25874,1048,0,0.12937
"21853",3e+05,2,1,2,48,-2,0,0,0,0
"21854",260000,2,3,2,36,0,146033,4160,0,0.561665384615385
"21855",30000,2,2,1,29,2,26844,300,0,0.8948
"21856",170000,2,1,1,30,0,165637,15600,1,0.974335294117647
"21857",210000,2,2,1,29,-2,3814,0,0,0.0181619047619048
"21858",50000,2,3,2,44,0,43828,1947,0,0.87656
"21859",6e+05,2,1,2,36,-2,53838,530,0,0.08973
"21860",180000,2,3,1,37,0,165369,4402,0,0.918716666666667
"21861",1e+05,2,1,2,29,2,57214,3000,1,0.57214
"21862",210000,2,1,1,46,-2,4065,0,0,0.0193571428571429
"21863",150000,2,2,1,37,-1,2897,2489,0,0.0193133333333333
"21864",360000,2,3,2,30,-1,11816,10000,0,0.0328222222222222
"21865",330000,2,1,1,32,0,155927,5388,0,0.472506060606061
"21866",3e+05,2,2,2,43,1,499,0,0,0.00166333333333333
"21867",230000,2,2,1,48,0,344458,11000,0,1.49764347826087
"21868",20000,2,3,2,47,1,3133,0,0,0.15665
"21869",80000,2,2,2,36,2,82177,10096,1,1.0272125
"21870",250000,2,1,2,39,-1,12368,1742,0,0.049472
"21871",50000,2,2,1,34,3,47904,2000,1,0.95808
"21872",290000,2,3,2,35,0,159165,11000,0,0.548844827586207
"21873",310000,2,3,1,43,0,6974,1137,0,0.0224967741935484
"21874",270000,2,1,2,28,1,118198,0,0,0.43777037037037
"21875",2e+05,2,1,2,33,-2,285,0,0,0.001425
"21876",290000,2,2,1,32,0,169108,7118,0,0.583131034482759
"21877",220000,2,2,2,29,0,131598,4800,0,0.598172727272727
"21878",370000,2,3,2,31,-1,2804,1674,0,0.00757837837837838
"21879",210000,2,1,1,44,0,112817,5000,0,0.53722380952381
"21880",2e+05,2,2,1,27,0,157222,7200,0,0.78611
"21881",110000,2,1,2,28,0,101138,3400,1,0.919436363636364
"21882",130000,2,2,1,30,0,38967,2000,0,0.299746153846154
"21883",130000,2,1,2,34,0,66803,3000,0,0.513869230769231
"21884",80000,2,2,1,35,3,78317,9,1,0.9789625
"21885",30000,2,1,1,47,0,24895,2000,1,0.829833333333333
"21886",160000,2,2,1,30,2,164082,17,1,1.0255125
"21887",80000,2,2,1,45,0,67142,2420,0,0.839275
"21888",1e+05,2,2,2,37,-1,390,0,0,0.0039
"21889",10000,2,2,2,46,2,1526,1000,1,0.1526
"21890",90000,2,2,1,30,-1,414,414,0,0.0046
"21891",360000,2,2,1,38,0,41922,1692,0,0.11645
"21892",670000,2,1,1,43,0,55893,10075,0,0.0834223880597015
"21893",150000,2,3,2,28,-2,0,0,0,0
"21894",150000,2,1,2,28,0,12799,1600,0,0.0853266666666667
"21895",230000,2,1,1,35,0,22909,0,0,0.099604347826087
"21896",230000,2,2,1,30,-1,6294,1945,0,0.0273652173913043
"21897",120000,2,2,2,33,0,135770,5000,0,1.13141666666667
"21898",170000,2,1,1,33,-1,1554,360,0,0.00914117647058824
"21899",2e+05,2,2,1,35,1,59466,7970,0,0.29733
"21900",450000,2,2,1,38,-2,390,390,1,0.000866666666666667
"21901",310000,2,2,1,33,0,73095,2573,0,0.235790322580645
"21902",140000,2,2,1,36,-1,430,303,1,0.00307142857142857
"21903",310000,2,1,2,31,0,175357,6006,0,0.565667741935484
"21904",80000,2,1,2,31,0,68613,2600,0,0.8576625
"21905",90000,2,3,1,47,0,84195,4001,0,0.9355
"21906",160000,2,3,1,45,-2,2869,2361,0,0.01793125
"21907",310000,2,2,1,33,0,86513,4000,0,0.279074193548387
"21908",280000,2,4,2,29,0,4567,2500,0,0.0163107142857143
"21909",90000,2,2,2,43,0,17503,4000,0,0.194477777777778
"21910",210000,2,2,2,39,0,193976,7100,0,0.923695238095238
"21911",2e+05,2,1,2,27,-1,134,0,0,0.00067
"21912",70000,2,2,1,48,0,20744,2000,0,0.296342857142857
"21913",210000,2,1,2,33,-2,1723,0,0,0.0082047619047619
"21914",130000,2,1,2,27,0,36487,3000,0,0.280669230769231
"21915",80000,2,2,1,27,-1,390,390,0,0.004875
"21916",180000,2,3,1,36,0,8911,1034,0,0.0495055555555556
"21917",310000,2,1,1,43,0,66140,6000,0,0.213354838709677
"21918",280000,2,2,2,27,1,0,0,0,0
"21919",180000,2,1,1,29,1,36537,0,0,0.202983333333333
"21920",140000,2,1,2,31,-1,7695,1680,0,0.0549642857142857
"21921",240000,2,1,1,42,-1,2108,0,0,0.00878333333333333
"21922",140000,2,2,2,30,3,3043,1423,1,0.0217357142857143
"21923",2e+05,2,1,1,34,-1,860,0,0,0.0043
"21924",80000,2,2,1,37,0,81218,2527,1,1.015225
"21925",1e+05,2,2,2,38,0,96707,4070,0,0.96707
"21926",210000,2,1,1,40,-1,316,316,0,0.0015047619047619
"21927",250000,2,2,1,37,1,0,0,0,0
"21928",50000,2,3,1,38,0,50312,6000,0,1.00624
"21929",4e+05,2,1,1,28,-1,8716,211,0,0.02179
"21930",150000,2,2,2,37,0,6039,3000,0,0.04026
"21931",280000,2,2,2,39,0,123997,5600,0,0.442846428571429
"21932",1e+05,2,2,1,29,-2,0,0,0,0
"21933",120000,2,2,2,30,0,121280,6026,0,1.01066666666667
"21934",180000,2,2,2,44,0,23611,1436,0,0.131172222222222
"21935",270000,2,3,1,47,-1,123,123,1,0.000455555555555556
"21936",110000,2,3,1,36,0,114097,5620,0,1.03724545454545
"21937",90000,2,3,1,40,0,90483,4000,0,1.00536666666667
"21938",120000,2,1,2,48,0,96183,5000,0,0.801525
"21939",50000,2,3,1,35,2,48115,6000,1,0.9623
"21940",5e+05,2,2,1,48,0,79640,3017,0,0.15928
"21941",440000,2,2,2,28,0,412962,15000,0,0.93855
"21942",330000,2,2,1,31,-1,1732,1000,0,0.00524848484848485
"21943",2e+05,2,2,2,33,0,64932,2365,0,0.32466
"21944",250000,2,2,2,33,0,147934,5500,0,0.591736
"21945",140000,2,2,1,37,0,58081,5000,0,0.414864285714286
"21946",260000,2,1,1,36,0,203755,15000,0,0.783673076923077
"21947",60000,2,1,1,45,1,58360,0,1,0.972666666666667
"21948",130000,2,2,2,30,0,114838,4224,0,0.883369230769231
"21949",80000,2,2,1,30,1,69942,0,1,0.874275
"21950",150000,2,2,2,44,0,37050,3000,0,0.247
"21951",90000,2,1,2,31,1,0,0,0,0
"21952",280000,2,1,1,45,-2,26573,18388,0,0.0949035714285714
"21953",240000,2,1,2,28,-2,1981,0,0,0.00825416666666667
"21954",30000,2,2,1,29,0,28620,1453,0,0.954
"21955",60000,2,2,1,29,0,63578,2188,0,1.05963333333333
"21956",90000,2,1,2,33,0,55937,2100,0,0.621522222222222
"21957",180000,2,1,1,33,-1,4520,1453,0,0.0251111111111111
"21958",10000,2,3,1,33,1,0,0,0,0
"21959",210000,2,1,1,34,-1,2501,639,1,0.0119095238095238
"21960",2e+05,2,1,2,34,-1,8177,2453,0,0.040885
"21961",90000,2,2,1,32,0,88729,3500,0,0.985877777777778
"21962",50000,2,3,1,44,0,45858,2000,0,0.91716
"21963",30000,2,2,1,46,1,26840,0,0,0.894666666666667
"21964",5e+05,2,2,1,46,0,16400,886,0,0.0328
"21965",60000,2,3,1,47,0,33867,2000,0,0.56445
"21966",110000,2,2,1,41,0,104740,5000,0,0.952181818181818
"21967",360000,2,3,1,43,-2,4392,0,1,0.0122
"21968",30000,2,3,2,42,0,26300,1700,0,0.876666666666667
"21969",3e+05,2,2,1,38,-2,0,0,0,0
"21970",280000,2,1,1,37,-1,733,168,0,0.00261785714285714
"21971",60000,2,2,1,36,-1,1577,1100,0,0.0262833333333333
"21972",490000,2,2,1,38,-2,0,0,0,0
"21973",50000,2,3,1,45,0,4151,1088,1,0.08302
"21974",2e+05,2,2,1,35,1,0,0,0,0
"21975",70000,2,1,2,43,3,56994,2500,0,0.8142
"21976",260000,2,2,2,29,0,16496,8027,0,0.0634461538461538
"21977",460000,2,2,1,40,0,133102,5015,0,0.289352173913043
"21978",2e+05,2,3,1,41,-1,3000,187,0,0.015
"21979",320000,2,2,1,42,-1,8144,0,1,0.02545
"21980",230000,2,3,3,48,0,41134,10000,0,0.17884347826087
